# Data Set (v1): LOC-OSM-TR
# Nov 2022 - ML-2022 CUP
# INFO: micheli@di.unipi.it
# (C) CIML group - Micheli 2022
# Format:
# Training set: id inputs target_x target_y (last 2 columns)
# Blind Test set: id inputs
1,-1.295403,1.471468,-0.39474,0.982752,-1.287838,1.427106,-0.052994,0.890491,-1.258837
2,0.351257,-0.583818,1.673024,-1.045503,0.566956,-0.603433,0.417183,-0.516325,0.902252
3,0.076491,0.551166,0.157875,0.545169,-0.189986,0.876511,2.167689,0.621724,0.259727
4,-1.362116,1.111719,-0.593551,0.713629,-1.174274,1.767917,0.152496,1.152507,-0.851621
5,1.261212,-0.816557,-0.218964,-0.875395,0.518453,-0.854788,0.150214,-0.858207,1.426335
6,-1.166692,1.251154,-1.254287,0.478231,-1.336928,1.391164,-0.597328,1.167087,-0.69974
7,0.214139,0.310186,1.190772,0.363418,0.153091,0.570232,0.429326,0.604134,0.599215
8,0.705891,-1.485967,-0.873115,-1.229716,0.442013,-0.736555,-0.667819,-0.523882,0.528648
9,0.641456,-1.158778,-0.213368,-1.052491,1.043487,-1.51617,-0.85233,-1.150422,0.524601
10,1.361428,-0.759856,-0.210203,-0.774173,1.277705,-0.362239,-1.874075,-1.150191,1.019225
11,1.281929,-0.932321,1.005929,-0.827725,0.581127,-0.367755,-0.491553,-0.931353,0.200709
12,0.603017,-0.013927,2.053839,-0.609233,0.630671,-0.777088,0.345483,0.25911,1.0372
13,1.241708,-0.710707,0.167191,-1.283236,0.924313,-1.266144,-1.121521,-1.142434,0.865437
14,-0.167644,0.70567,0.720708,0.493157,-0.446185,0.982714,2.081919,0.554136,-1.171508
15,-1.747911,1.378871,-1.157596,0.487294,-1.099837,1.768664,-0.040104,0.900373,-1.067041
16,-1.166097,0.704294,-0.588501,0.314823,-1.523594,1.59707,-0.125664,1.324705,-0.968061
17,0.716337,-0.809619,1.017575,-0.940306,0.937324,-0.505063,-0.309754,-0.868605,0.734214
18,-0.661608,0.649971,0.633366,0.599167,-0.683487,0.992779,1.349409,1.741748,-1.049337
19,0.4025,-1.267793,1.187623,-0.599398,0.32179,0.087076,0.061237,0.456425,0.243142
20,-1.226177,0.708047,-0.789915,0.81386,-1.168189,1.782513,-0.029544,1.523372,-1.101312
21,-0.378484,0.32498,-0.135887,0.703116,-1.0485,0.502913,1.532486,1.45836,-1.398745
22,1.298961,-1.140031,0.634964,-1.280612,1.404959,-1.616178,-0.04366,-0.43279,0.39252
23,0.332456,-1.042251,0.730417,-0.598662,0.457715,-0.124181,-0.411781,-0.504425,0.884767
24,0.650533,-0.699039,1.004878,-0.585524,1.041683,-0.370531,0.337732,-0.669568,0.326569
25,-0.034014,0.443085,0.426959,0.472895,-0.351907,0.750386,1.706717,0.602679,0.59269
26,-1.238214,1.771438,-1.628264,1.518965,-1.459889,0.947968,-1.322771,0.177113,-1.107868
27,1.285491,-0.920138,-0.865244,-1.038066,0.683834,-1.321961,-0.847062,-1.356087,0.62123
28,-0.979549,1.712719,-0.622264,1.273619,-1.45757,0.469075,-1.296926,0.260956,-1.104827
29,1.137349,-0.306079,1.570792,-0.483799,0.502044,-0.791667,0.52472,-0.291389,0.935309
30,-1.23713,1.162996,-0.499242,1.061167,-0.98677,1.286165,-0.114491,0.688246,-1.249571
31,-0.280935,0.301247,0.356466,0.146561,-0.448914,0.768339,1.166322,0.542523,0.035755
32,-1.618769,1.553092,-1.351879,1.348366,-1.033788,0.449441,-0.221069,0.540256,-1.597462
33,0.836928,-0.825546,0.443512,-1.16711,1.409571,-0.857644,-2.238802,-0.721695,0.191435
34,0.526487,-0.914876,-0.290706,-0.711478,1.331496,-0.976149,0.321157,-0.588834,0.945782
35,-0.046341,-0.267822,0.627794,0.70928,-0.031995,0.350898,2.093131,0.127791,0.115756
36,-1.350051,-0.018406,-0.40204,0.524009,-1.279869,1.102454,0.231782,1.724981,-1.746083
37,1.347384,-1.223956,0.648826,-1.183347,1.168124,-1.332864,-1.184653,-1.008591,-0.297704
38,1.088346,-0.914838,0.449719,-1.003163,0.613281,-1.261758,-0.584245,-1.004536,0.81723
39,1.211112,-1.14589,-0.399418,-0.782565,1.045268,-1.323294,-0.029876,-0.524738,1.03383
40,0.72302,-0.687391,1.183578,-0.54041,1.294531,-0.435351,0.898609,-1.855777,1.626246
41,-0.79471,0.598401,-0.508996,0.644143,-1.461358,1.064907,1.620222,1.452256,-0.854018
42,1.291757,-0.927443,0.150612,-1.164427,1.212998,-0.971352,-0.855551,-0.793962,0.394475
43,1.221021,-0.8702,-0.773812,-1.244156,1.163158,-1.198846,-1.874816,-1.32719,0.067384
44,-0.47807,0.311259,-0.394539,0.653144,0.020988,0.526055,1.709637,0.75301,0.404505
45,1.057168,-0.591578,1.587655,-1.108979,0.917036,-0.494683,-0.314406,-0.530561,1.703869
46,0.463924,-1.114635,0.520538,-0.727842,0.866562,-0.908086,-1.035761,-1.073723,1.571391
47,0.279362,0.364364,1.963,0.540762,-1.212811,0.632205,1.336619,0.17049,-0.158689
48,1.352755,-0.803975,1.66565,-0.482331,1.27446,-1.13862,0.784861,-0.58449,1.162917
49,0.973381,-0.350399,1.57085,-0.679526,0.782007,-0.249431,0.887153,-0.233545,1.711294
50,-1.438173,1.839676,-1.352297,1.37822,-1.087502,0.411994,-0.050811,-0.50977,-1.240862
51,-0.04319,-0.014414,0.911008,0.479888,0.208976,0.509624,1.526507,0.38633,0.749094
52,-0.281489,0.219496,0.719396,0.254222,-0.694256,0.579371,0.067657,0.545342,0.000431
53,1.533305,-0.805828,0.069132,-0.600535,1.180338,-0.903894,-0.403128,-1.017084,0.326181
54,0.926866,-0.824886,-0.022208,-0.706075,0.91769,-0.783594,-0.400956,-1.011297,1.495785
55,-0.096336,0.606732,0.354895,0.496473,-0.213485,-0.12119,2.070612,1.455301,-1.054428
56,-0.974946,1.828366,-1.346073,1.515198,-0.930805,0.165129,-1.135181,0.196924,-0.844826
57,1.043669,-0.367875,1.661632,-0.198069,0.412041,-0.135055,0.064648,0.548185,1.495523
58,0.850666,-1.159451,-0.223413,-1.10508,1.535021,-1.511789,0.07898,-1.176753,0.123959
59,-0.028074,0.545286,1.471117,0.533654,-0.020598,0.326051,1.813628,1.391244,0.099004
60,-1.426993,1.162295,-1.368709,0.709012,-0.936515,1.360616,-0.038514,0.594014,-1.205078
61,0.454835,0.536485,0.838566,0.720774,0.144695,0.633437,1.615473,0.771222,0.5243
62,-0.236412,0.305846,-0.204615,0.318022,-0.435955,0.404313,2.069491,1.261344,-0.157678
63,1.334041,-1.107062,-0.407529,-0.77328,0.506406,-0.912472,-0.40968,-0.59365,0.336671
64,-0.014514,0.300933,0.63447,0.220082,-0.031626,0.360708,2.07098,0.096947,0.11602
65,-0.907571,1.04644,-1.523359,0.371853,-1.523646,1.410391,0.403219,0.548511,-1.056475
66,-1.677025,1.270659,-1.448969,0.661388,-1.210508,1.907031,-0.756628,1.301802,-0.856774
67,-1.309262,1.410693,-1.25444,0.95215,-1.45488,1.227753,-0.860245,0.892036,-0.930314
68,-0.422975,0.592344,-1.351796,-0.017117,-0.625941,0.284443,2.341316,0.616971,-0.425067
69,-1.095839,1.036779,-0.214222,0.775187,-1.234023,0.98308,1.151951,1.806348,-1.045215
70,0.61141,-0.255018,1.183064,-0.991431,0.262263,-0.205181,0.339915,-0.433369,0.404767
71,0.840187,-1.50573,0.152011,-0.888402,0.421801,-1.328524,-0.388151,-0.57411,1.494441
72,-0.81256,1.771583,-2.769051,1.058263,-0.979869,0.21693,-0.403096,0.532437,-1.1222
73,-0.017171,0.481445,-0.008074,0.484614,-0.564765,0.467309,1.066526,1.457022,-0.033005
74,0.277877,0.465321,1.963386,0.298584,-0.152553,0.158994,0.886203,1.160419,0.590959
75,0.410731,-0.749304,0.629835,-0.717948,0.926626,-0.722863,0.072228,-0.450063,1.429183
76,0.787031,-1.159998,0.535081,-1.215665,0.631773,-1.090513,0.049265,-0.583192,0.671683
77,0.584217,-0.717143,0.637973,-0.844625,1.29905,-1.617269,-1.121159,-1.861638,0.79953
78,-0.046768,0.53875,0.343503,0.259909,-0.617861,0.761671,1.612481,1.30827,-0.267958
79,0.666173,-0.527572,1.941076,-0.720215,0.555497,-0.250693,-0.687007,-0.16206,0.981254
80,0.602022,-0.132903,1.483846,0.71841,-0.573447,0.346378,2.177014,1.317121,-0.034398
81,0.411722,-0.802079,0.34801,-0.899338,0.919836,-0.721694,0.066354,-0.433688,0.684367
82,-1.28419,1.361306,-0.220772,1.28209,-1.478538,1.277725,0.052444,1.309452,-0.705183
83,0.2858,-0.238323,1.678145,-0.560037,0.623883,-1.014203,1.074418,-0.65846,1.022526
84,0.46573,-0.183963,2.035364,-0.330917,0.572749,0.40122,0.868867,0.029551,0.942086
85,0.341395,-0.920042,-0.216282,-0.716654,1.526655,-0.349996,-0.127072,-0.426151,0.612603
86,-0.666556,0.829694,1.479042,0.263965,-0.567524,0.411672,1.990396,0.889105,-0.566395
87,-0.55464,1.035183,-0.596381,0.418386,-1.037024,0.932544,0.875281,1.724343,-0.973535
88,0.476969,-0.47636,0.348228,-1.071686,0.749973,-1.539411,-0.026778,-0.595459,1.513671
89,1.097262,-0.530689,1.099156,-0.71431,1.287069,-0.893924,0.076345,-0.290825,1.698424
90,0.602172,-0.96244,0.814859,-0.716421,1.346388,-0.961132,-0.396032,-0.733827,0.948484
