# Data Set (v1): LOC-OSM-TR
# Nov 2022 - ML-2022 CUP
# INFO: micheli@di.unipi.it
# (C) CIML group - Micheli 2022
# Format:
# Training set: id inputs target_x target_y (last 2 columns)
# Blind Test set: id inputs
1,-1.704815,1.503106,-0.817083,1.35356,-1.29366,1.362608,0.217795,0.462728,-1.237246,22.222923,-27.036774
2,-0.888962,0.711473,-0.480023,0.748175,-0.981763,1.765482,-0.445018,1.719143,-1.09625,18.88552,-28.37744
3,1.143802,-1.591273,0.670477,-0.948551,1.07574,-0.908309,-0.694223,-1.321391,0.662656,4.587627,-18.507566
4,0.630938,-0.295533,1.379162,-0.041045,-0.250695,0.025003,0.143915,0.861455,0.87954,10.25682,-30.017064
5,1.799449,-0.913254,1.245698,-1.41094,0.653328,-0.677108,-0.66749,-0.849795,0.497977,4.916182,-17.67003
6,1.520453,-0.812539,0.500494,-1.559826,0.76277,-0.845992,-0.345746,-1.016599,0.869481,5.032122,-18.65942
7,-0.228712,0.57548,2.276881,0.031452,-0.292926,0.147584,0.07783,0.669634,0.320504,9.457703,-28.961837
8,0.496089,-1.221614,0.917622,-0.812043,0.997887,-1.411587,-0.697655,-0.804914,0.885214,3.796182,-23.274237
9,-0.327573,0.808528,-0.393837,0.542554,-0.258414,0.458461,1.19497,0.820139,-0.316678,13.802171,-30.086104
10,-0.950411,1.546604,-0.892982,0.679664,-1.646395,0.22445,-0.297529,0.709567,-1.859275,20.396121,-28.202145
11,-0.751032,1.054727,-0.652535,0.325298,-1.451154,1.604098,-0.283963,0.182199,-0.693023,22.276608,-26.972735
12,0.62381,-1.089449,-0.049341,-0.943195,1.073227,-1.267875,-0.307785,-0.340113,0.311588,5.081836,-15.556685
13,1.468469,-1.042103,2.134496,-0.345095,0.944903,-0.732491,0.517886,-0.136514,1.55344,5.260284,-26.284435
14,0.86685,-0.855947,-1.440184,-0.748518,0.279385,-0.760468,-0.46137,-1.392942,-0.072172,3.914464,-22.084348
